club,clubLabel,venue,venueLabel,coordinates
http://www.wikidata.org/entity/Q5975473,Q5975473,http://www.wikidata.org/entity/Q3277328,Estadio 7 de Octubre,Point(-79.467863 -1.035628)
http://www.wikidata.org/entity/Q1622208,Steel Azin F.C.,http://www.wikidata.org/entity/Q3277536,Shahid Dastgerdi Stadium,Point(51.311708 35.707671)
http://www.wikidata.org/entity/Q2687794,Naft Tehran F.C.,http://www.wikidata.org/entity/Q3277536,Shahid Dastgerdi Stadium,Point(51.311708 35.707671)
http://www.wikidata.org/entity/Q1329072,Persik Kediri,http://www.wikidata.org/entity/Q3277596,Brawijaya Stadium,Point(112.028602 -7.817041)
http://www.wikidata.org/entity/Q541779,Sông Lam Nghệ An F.C.,http://www.wikidata.org/entity/Q3277621,Vinh Stadium,Point(105.669508 18.669015)
http://www.wikidata.org/entity/Q3277733,Sarawak Football Association,http://www.wikidata.org/entity/Q3277702,Sarawak Stadium,Point(110.360186111 1.588544444)
http://www.wikidata.org/entity/Q1387004,Chonburi F.C.,http://www.wikidata.org/entity/Q3277745,Chonburi Municipality Stadium,Point(100.976389 13.364444)
http://www.wikidata.org/entity/Q2467703,UPB-MyTeam FC,http://www.wikidata.org/entity/Q3277807,Likas Stadium,Point(116.095544444 5.983355555)
http://www.wikidata.org/entity/Q3099791,Sabah FA,http://www.wikidata.org/entity/Q3277807,Likas Stadium,Point(116.095544444 5.983355555)
http://www.wikidata.org/entity/Q1738143,Kelantan FA,http://www.wikidata.org/entity/Q3277818,Sultan Mohammad IV Stadium,Point(102.243561111 6.123838888)
http://www.wikidata.org/entity/Q7852684,Tumpat FA,http://www.wikidata.org/entity/Q3277818,Sultan Mohammad IV Stadium,Point(102.243561111 6.123838888)
http://www.wikidata.org/entity/Q1387584,Army United F.C.,http://www.wikidata.org/entity/Q3277892,Thai Army Sports Stadium,Point(100.55655 13.782645)
http://www.wikidata.org/entity/Q7494370,Shenzhen Fengpeng F.C.,http://www.wikidata.org/entity/Q3278276,New Shenzhen Stadium,Point(114.212194 22.697139)
http://www.wikidata.org/entity/Q1347220,Happy Valley AA,http://www.wikidata.org/entity/Q3279229,Kowloon Bay Park,Point(114.21 22.3271)
http://www.wikidata.org/entity/Q1022933,C.A. Rentistas,http://www.wikidata.org/entity/Q3288777,Estadio Complejo Rentistas,Point(-56.165854 -34.776394)
http://www.wikidata.org/entity/Q296046,PAE Kerkyra,http://www.wikidata.org/entity/Q3294324,Kerkyra Stadium,Point(19.915836 39.611364)
http://www.wikidata.org/entity/Q1611289,Kassiopi F.C.,http://www.wikidata.org/entity/Q3294324,Kerkyra Stadium,Point(19.915836 39.611364)
http://www.wikidata.org/entity/Q296050,Kavala F.C.,http://www.wikidata.org/entity/Q3294947,Anthi Karagianni Stadium,Point(24.436111 40.946944)
http://www.wikidata.org/entity/Q1775265,Arsenal L.F.C.,http://www.wikidata.org/entity/Q3303777,Meadow Park,Point(-0.272222 51.661944)
http://www.wikidata.org/entity/Q4094837,Boreham Wood F.C.,http://www.wikidata.org/entity/Q3303777,Meadow Park,Point(-0.272222 51.661944)
http://www.wikidata.org/entity/Q671621,Operário Futebol Clube,http://www.wikidata.org/entity/Q3309154,Morenão,Point(-54.609722 -20.501389)
http://www.wikidata.org/entity/Q3058503,Esporte Clube Comercial,http://www.wikidata.org/entity/Q3309154,Morenão,Point(-54.609722 -20.501389)
http://www.wikidata.org/entity/Q910453,Esporte Clube Juventude,http://www.wikidata.org/entity/Q3311998,Estádio Alfredo Jaconi,Point(-51.176 -29.162)
http://www.wikidata.org/entity/Q249612,Club Sport Emelec,http://www.wikidata.org/entity/Q3319102,Estadio George Capwell,Point(-79.893758 -2.206603)
http://www.wikidata.org/entity/Q770740,SD Eibar,http://www.wikidata.org/entity/Q3320428,Ipurúa Municipal Stadium,Point(-2.475803 43.181706)
http://www.wikidata.org/entity/Q852079,Burgos CF,http://www.wikidata.org/entity/Q3321211,Estadio El Plantío,Point(-3.680556 42.344167)
http://www.wikidata.org/entity/Q4998669,Burgos CF,http://www.wikidata.org/entity/Q3321211,Estadio El Plantío,Point(-3.680556 42.344167)
http://www.wikidata.org/entity/Q5010049,CD Burgos,http://www.wikidata.org/entity/Q3321211,Estadio El Plantío,Point(-3.680556 42.344167)
http://www.wikidata.org/entity/Q856280,CF Badalona,http://www.wikidata.org/entity/Q3321221,Camp del Centenari,Point(2.251135 41.457121)
http://www.wikidata.org/entity/Q1492330,Atlético Sport Aviação,http://www.wikidata.org/entity/Q3321268,Estádio da Cidadela,Point(13.255889 -8.827389)
http://www.wikidata.org/entity/Q637427,Orihuela CF,http://www.wikidata.org/entity/Q3323873,Estadio Municipal Los Arcos,Point(-0.95 38.08333333)
http://www.wikidata.org/entity/Q650797,Orihuela Deportiva CF,http://www.wikidata.org/entity/Q3323873,Estadio Municipal Los Arcos,Point(-0.95 38.08333333)
http://www.wikidata.org/entity/Q239049,Lorca Deportiva CF,http://www.wikidata.org/entity/Q3325563,Estadio Francisco Artés Carrasco,Point(-1.735122 37.638817)
http://www.wikidata.org/entity/Q1038858,Lorca Atlético CF,http://www.wikidata.org/entity/Q3325563,Estadio Francisco Artés Carrasco,Point(-1.735122 37.638817)
http://www.wikidata.org/entity/Q6463150,La Hoya Lorca CF,http://www.wikidata.org/entity/Q3325563,Estadio Francisco Artés Carrasco,Point(-1.735122 37.638817)
http://www.wikidata.org/entity/Q843396,Racing de Ferrol,http://www.wikidata.org/entity/Q3327491,Estadio de Arriba Franco,Point(-8.239017 43.491258)
http://www.wikidata.org/entity/Q1509669,UB Conquense,http://www.wikidata.org/entity/Q3329583,Estadio La Fuensanta,Point(-2.140278 40.077222)
http://www.wikidata.org/entity/Q3050286,Motril CF,http://www.wikidata.org/entity/Q3330212,Estadio Escribano Castilla,Point(-3.51277778 36.75444167)
http://www.wikidata.org/entity/Q2420558,RSD Alcalá,http://www.wikidata.org/entity/Q3330797,Q3330797,Point(-3.34722 40.483)
http://www.wikidata.org/entity/Q1891367,S.C. Covilhã,http://www.wikidata.org/entity/Q3330886,Complexo Desportivo da Covilhã,Point(-7.497869 40.264889)
http://www.wikidata.org/entity/Q1024481,CS Turnu Severin,http://www.wikidata.org/entity/Q3331098,Stadionul Municipal,Point(22.667222 44.638611)
http://www.wikidata.org/entity/Q421665,FK Radnički 1923,http://www.wikidata.org/entity/Q3335099,Čika Dača Stadium,Point(20.899194 44.020872)
http://www.wikidata.org/entity/Q264129,Bangor City F.C.,http://www.wikidata.org/entity/Q3335807,Nantporth,Point(-4.150139 53.225453)
http://www.wikidata.org/entity/Q751503,Huila,http://www.wikidata.org/entity/Q3342661,Estadio Goyenola,Point(-55.991944 -31.711944)
http://www.wikidata.org/entity/Q528151,Juventus,http://www.wikidata.org/entity/Q3355074,Orange Walk People's Stadium,Point(-88.570277777 18.083055555)
http://www.wikidata.org/entity/Q646281,Algeciras CF,http://www.wikidata.org/entity/Q3390591,Estadio Nuevo Mirador,Point(-5.46527778 36.16333333)
http://www.wikidata.org/entity/Q579901,Sestao River Club,http://www.wikidata.org/entity/Q3391679,Las Llanas Municipal Stadium,Point(-3.00972 43.3106)
http://www.wikidata.org/entity/Q218789,FK Teteks,http://www.wikidata.org/entity/Q3396233,Gradski stadion Tetovo,Point(20.978179 42.018692)
http://www.wikidata.org/entity/Q238504,FK Renova,http://www.wikidata.org/entity/Q3396233,Gradski stadion Tetovo,Point(20.978179 42.018692)
http://www.wikidata.org/entity/Q596456,FK Napredok,http://www.wikidata.org/entity/Q3398718,Gradski stadion Kičevo,Point(20.963333 41.507222)
http://www.wikidata.org/entity/Q38124,FK Pelister,http://www.wikidata.org/entity/Q3405491,Stadion Tumbe Kafe,Point(21.338889 41.018056)
http://www.wikidata.org/entity/Q746764,FK Jagodina,http://www.wikidata.org/entity/Q3435009,Jagodina City Stadium,Point(21.268411 43.96885)
http://www.wikidata.org/entity/Q421940,FK Smederevo,http://www.wikidata.org/entity/Q3435028,Smederevo City Stadium,Point(20.901733 44.660633)
http://www.wikidata.org/entity/Q306797,Östersunds FK,http://www.wikidata.org/entity/Q3435821,Jämtkraft Arena,Point(14.655833333 63.194722222)
http://www.wikidata.org/entity/Q239018,FK Hajduk Kula,http://www.wikidata.org/entity/Q3435880,Stadion Hajduk,Point(19.528203 45.609906)
http://www.wikidata.org/entity/Q218724,FK Javor Ivanjica,http://www.wikidata.org/entity/Q3435888,Stadion Ivanjica,Point(20.227239 43.586122)
http://www.wikidata.org/entity/Q94605,FK Spartak Zlatibor Voda,http://www.wikidata.org/entity/Q3435895,Subotica City Stadium,Point(19.676958 46.081781)
http://www.wikidata.org/entity/Q620846,FC Kuressaare,http://www.wikidata.org/entity/Q3436075,Kuressaare linnastaadion,Point(22.480172 58.242286)
http://www.wikidata.org/entity/Q726451,JK Sillamäe Kalev,http://www.wikidata.org/entity/Q3436085,Sillamäe Kalevi Stadium,Point(27.772594 59.394967)
http://www.wikidata.org/entity/Q754310,FK Borac Čačak,http://www.wikidata.org/entity/Q3440635,Čačak Stadium,Point(20.341406 43.897819)
http://www.wikidata.org/entity/Q213161,FK Čukarički,http://www.wikidata.org/entity/Q3440669,Stadion Čukarički,Point(20.421639 44.772658)
http://www.wikidata.org/entity/Q651198,FK BSK Borča,http://www.wikidata.org/entity/Q3440735,Vizelj park,Point(20.444283 44.876358)
http://www.wikidata.org/entity/Q368909,NK Slaven Belupo,http://www.wikidata.org/entity/Q3442471,Gradski stadion,Point(16.834722 46.166111)
http://www.wikidata.org/entity/Q738427,NK Zadar,http://www.wikidata.org/entity/Q3442498,Stadion Stanovi,Point(15.246829 44.112667)
http://www.wikidata.org/entity/Q723644,NK Inter Zaprešić,http://www.wikidata.org/entity/Q3442505,Stadion ŠRC Zaprešić,Point(15.799722 45.864722)
http://www.wikidata.org/entity/Q462411,N.K. Zagreb,http://www.wikidata.org/entity/Q3443105,Stadion Kranjčevićeva,Point(15.960833 45.804722)
http://www.wikidata.org/entity/Q726271,HNK Cibalia,http://www.wikidata.org/entity/Q3443129,Stadion HNK Cibalia,Point(18.797382 45.283742)
http://www.wikidata.org/entity/Q2383416,FC Drobeta-Turnu Severin,http://www.wikidata.org/entity/Q3331098,Stadionul Municipal,Point(22.667222 44.638611)
http://www.wikidata.org/entity/Q1344978,FK Tomori Berat,http://www.wikidata.org/entity/Q3338619,Tomori Stadium,Point(19.964444 40.698889)
http://www.wikidata.org/entity/Q4947781,Boston Breakers,http://www.wikidata.org/entity/Q3339834,Nickerson Field,Point(-71.119273 42.35343)
http://www.wikidata.org/entity/Q4948191,Boston University Terriers football,http://www.wikidata.org/entity/Q3339834,Nickerson Field,Point(-71.119273 42.35343)
http://www.wikidata.org/entity/Q20855983,FC Cincinnati,http://www.wikidata.org/entity/Q3342107,Nippert Stadium,Point(-84.516111111 39.131111111)
http://www.wikidata.org/entity/Q3325921,MSP Batna,http://www.wikidata.org/entity/Q3349688,Stade 1er Novembre 1954,Point(6.187778 35.557222)
http://www.wikidata.org/entity/Q6492592,Las Vegas Legends,http://www.wikidata.org/entity/Q3356467,Orleans Arena,Point(-115.202222 36.105833)
http://www.wikidata.org/entity/Q2619514,AS Béziers,http://www.wikidata.org/entity/Q3364299,Stade de Sauclières,Point(3.225 43.331389)
http://www.wikidata.org/entity/Q3000537,AS Béziers,http://www.wikidata.org/entity/Q3364299,Stade de Sauclières,Point(3.225 43.331389)
http://www.wikidata.org/entity/Q1023556,Club de Futbol Universidad de Costa Rica,http://www.wikidata.org/entity/Q3371208,Q3371208,Point(-84.0441 9.94455)
http://www.wikidata.org/entity/Q793241,Ayr United F.C.,http://www.wikidata.org/entity/Q3379393,Somerset Park,Point(-4.62 55.4696)
http://www.wikidata.org/entity/Q4831626,Ayr F.C.,http://www.wikidata.org/entity/Q3379393,Somerset Park,Point(-4.62 55.4696)
http://www.wikidata.org/entity/Q2423014,Benidorm CF,http://www.wikidata.org/entity/Q3390402,Estadio Municipal Guillermo Amor,Point(-0.137908 38.54741)
http://www.wikidata.org/entity/Q925935,GKS Katowice,http://www.wikidata.org/entity/Q3391668,Stadion GKS Katowice,Point(19.001203 50.279747)
http://www.wikidata.org/entity/Q2524107,S.S. Teramo Calcio,http://www.wikidata.org/entity/Q3392844,Stadio Comunale,Point(13.698889 42.6575)
http://www.wikidata.org/entity/Q7387284,S.S.D. San Nicolò Calcio,http://www.wikidata.org/entity/Q3392844,Stadio Comunale,Point(13.698889 42.6575)
http://www.wikidata.org/entity/Q2311865,Celta Vigo B,http://www.wikidata.org/entity/Q3393440,Municipal de Barreiro,Point(-8.68076 42.22861)
http://www.wikidata.org/entity/Q2344843,Gran Peña FC,http://www.wikidata.org/entity/Q3393440,Municipal de Barreiro,Point(-8.68076 42.22861)
http://www.wikidata.org/entity/Q1129387,FK Shkëndija,http://www.wikidata.org/entity/Q3396233,Gradski stadion Tetovo,Point(20.978179 42.018692)
http://www.wikidata.org/entity/Q3400331,FK Ljuboten,http://www.wikidata.org/entity/Q3396233,Gradski stadion Tetovo,Point(20.978179 42.018692)
http://www.wikidata.org/entity/Q2465493,FK Vlazrimi,http://www.wikidata.org/entity/Q3398718,Gradski stadion Kičevo,Point(20.963333 41.507222)
http://www.wikidata.org/entity/Q838521,FK Metalurg Skopje,http://www.wikidata.org/entity/Q3401422,Železarnica Stadium,Point(21.4611 42.0067)
http://www.wikidata.org/entity/Q933213,FK Sileks,http://www.wikidata.org/entity/Q3405290,Gradski stadion Kratovo,Point(22.1610253 42.0808178)
http://www.wikidata.org/entity/Q1392484,FK Turnovo,http://www.wikidata.org/entity/Q3405411,Stadion Kukuš,Point(22.7689 41.4375)
http://www.wikidata.org/entity/Q5426351,FK Rabotnik,http://www.wikidata.org/entity/Q3405491,Stadion Tumbe Kafe,Point(21.338889 41.018056)
http://www.wikidata.org/entity/Q843210,FK Napredak Kruševac,http://www.wikidata.org/entity/Q3435068,Stadion Mladost,Point(21.338122 43.583114)
http://www.wikidata.org/entity/Q1389072,FK Rudar Prijedor,http://www.wikidata.org/entity/Q3435164,Gradski stadion,Point(16.308147 44.955062)
http://www.wikidata.org/entity/Q853457,NK Karlovac 1919,http://www.wikidata.org/entity/Q3435358,Stadion Branko Čavlović-Čavlek,Point(15.563933 45.484497)
http://www.wikidata.org/entity/Q10728120,Östersunds DFF,http://www.wikidata.org/entity/Q3435821,Jämtkraft Arena,Point(14.655833333 63.194722222)
http://www.wikidata.org/entity/Q5426479,FK Zlatibor Voda,http://www.wikidata.org/entity/Q3435895,Subotica City Stadium,Point(19.676958 46.081781)
http://www.wikidata.org/entity/Q7666440,Sörve JK,http://www.wikidata.org/entity/Q3436075,Kuressaare linnastaadion,Point(22.480172 58.242286)
http://www.wikidata.org/entity/Q7124673,Paide Kumake,http://www.wikidata.org/entity/Q3436099,Paide linnastaadion,Point(25.54063 58.87845)
http://www.wikidata.org/entity/Q757098,FK Rad,http://www.wikidata.org/entity/Q3441751,Stadion Kralj Petar I,Point(20.472153 44.765156)
http://www.wikidata.org/entity/Q1353948,NK Zvijezda Gradačac,http://www.wikidata.org/entity/Q3441998,Banja Ilidža,Point(18.412778 44.886944)
http://www.wikidata.org/entity/Q967179,NK Koprivnica,http://www.wikidata.org/entity/Q3442471,Gradski stadion,Point(16.834722 46.166111)
http://www.wikidata.org/entity/Q959661,NK Kamen Ingrad,http://www.wikidata.org/entity/Q3442544,Stadion Kamen Ingrad,Point(17.663333 45.440833)
http://www.wikidata.org/entity/Q6954565,NK Papuk Velika,http://www.wikidata.org/entity/Q3442544,Stadion Kamen Ingrad,Point(17.663333 45.440833)
http://www.wikidata.org/entity/Q833050,HNK Šibenik,http://www.wikidata.org/entity/Q3442559,Stadion Šubićevac,Point(15.896058 43.743553)
http://www.wikidata.org/entity/Q2017570,HŠK Concordia,http://www.wikidata.org/entity/Q3443105,Stadion Kranjčevićeva,Point(15.960833 45.804722)
http://www.wikidata.org/entity/Q1255000,RNK Split,http://www.wikidata.org/entity/Q3443162,Stadion Park mladeži,Point(16.444033 43.519038)
http://www.wikidata.org/entity/Q760797,Esteghlal Ahvaz F.C.,http://www.wikidata.org/entity/Q3445299,Takhti Stadium,Point(48.665008 31.314397)
http://www.wikidata.org/entity/Q3735786,Shahin Ahvaz F.C.,http://www.wikidata.org/entity/Q3445299,Takhti Stadium,Point(48.665008 31.314397)
http://www.wikidata.org/entity/Q5400867,Esteghlal Meli-Sanati Khuzestan F.C.,http://www.wikidata.org/entity/Q3445299,Takhti Stadium,Point(48.665008 31.314397)
http://www.wikidata.org/entity/Q5465643,Foolad Novin F.C.,http://www.wikidata.org/entity/Q3445299,Takhti Stadium,Point(48.665008 31.314397)
http://www.wikidata.org/entity/Q1023233,C.D. Trofense,http://www.wikidata.org/entity/Q3446875,Estádio do Clube Desportivo Trofense,Point(-8.564367 41.332833)
http://www.wikidata.org/entity/Q2419817,Real Estelí F.C.,http://www.wikidata.org/entity/Q3447581,Estadio Independencia,Point(-86.353056 13.097778)
http://www.wikidata.org/entity/Q2273722,Tulsa Roughnecks,http://www.wikidata.org/entity/Q3486226,Skelly Field at H. A. Chapman Stadium,Point(-95.943888888 36.148611111)
http://www.wikidata.org/entity/Q1921642,Malanti Chiefs F.C.,http://www.wikidata.org/entity/Q3493512,Somhlolo National Stadium,Point(31.2055 -26.443)
http://www.wikidata.org/entity/Q2175918,Royal Leopards F.C.,http://www.wikidata.org/entity/Q3493512,Somhlolo National Stadium,Point(31.2055 -26.443)
http://www.wikidata.org/entity/Q2455870,Mbabane Swallows F.C.,http://www.wikidata.org/entity/Q3493512,Somhlolo National Stadium,Point(31.2055 -26.443)
http://www.wikidata.org/entity/Q2167815,AS Marsa,http://www.wikidata.org/entity/Q3495483,Stade Abdelaziz Chtioui,Point(10.32 36.875)
http://www.wikidata.org/entity/Q1465560,US Quevilly,http://www.wikidata.org/entity/Q3495502,Amable-et-Micheline-Lozai Stadium,Point(1.05139 49.4275)
http://www.wikidata.org/entity/Q1024395,CSM Râmnicu Vâlcea,http://www.wikidata.org/entity/Q7596430,Stadionul Municipal,Point(24.352222 45.103056)
http://www.wikidata.org/entity/Q1073122,Chimia Râmnicu Vâlcea,http://www.wikidata.org/entity/Q7596430,Stadionul Municipal,Point(24.352222 45.103056)
http://www.wikidata.org/entity/Q5014181,CSM Râmnicu Sărat,http://www.wikidata.org/entity/Q7596432,Stadionul Municipal,Point(27.031111 45.376667)
http://www.wikidata.org/entity/Q660442,FC Arieșul Turda,http://www.wikidata.org/entity/Q7596433,Stadionul Municipal,Point(23.823611 46.563056)
http://www.wikidata.org/entity/Q841245,FC Argeș Pitești,http://www.wikidata.org/entity/Q7596436,Stadionul Nicolae Dobrin,Point(24.866422 44.846675)
http://www.wikidata.org/entity/Q5014453,CS Buftea,http://www.wikidata.org/entity/Q7596439,Stadionul Orăşenesc,Point(25.951667 44.566389)
http://www.wikidata.org/entity/Q1266355,FCM Dunărea Galați,http://www.wikidata.org/entity/Q7596441,Stadionul Nicolae Rainea,Point(28.023681 45.420722)
http://www.wikidata.org/entity/Q5014496,CS Tricolorul Breaza,http://www.wikidata.org/entity/Q7596444,Stadionul Parc,Point(25.657778 45.181944)
http://www.wikidata.org/entity/Q1687500,Prahova Ploiești,http://www.wikidata.org/entity/Q7596445,Stadionul Prahova,Point(26.041214 44.913892)
http://www.wikidata.org/entity/Q2001020,Siderurgistul Galaţi,http://www.wikidata.org/entity/Q7596448,Stadionul Siderurgistul,Point(28.026944 45.420694)
http://www.wikidata.org/entity/Q645025,CS Snagov,http://www.wikidata.org/entity/Q7596450,Stadionul Snagov,Point(26.173611 44.735)
http://www.wikidata.org/entity/Q186448,FC Ripensia Timișoara,http://www.wikidata.org/entity/Q7596453,Stadionul UMT,Point(21.25426 45.7704)
http://www.wikidata.org/entity/Q1277711,CSP UM Timișoara,http://www.wikidata.org/entity/Q7596453,Stadionul UMT,Point(21.25426 45.7704)
http://www.wikidata.org/entity/Q1635116,Venus București,http://www.wikidata.org/entity/Q7596456,Stadionul Venus,Point(26.0766 44.4362)
http://www.wikidata.org/entity/Q39877,FC Petržalka akadémia,http://www.wikidata.org/entity/Q7596480,Stadium FC Petržalka 1898,Point(17.1167 48.1333)
http://www.wikidata.org/entity/Q535121,ŽP Šport Podbrezová,http://www.wikidata.org/entity/Q7596486,Stadium Kolkáreň,Point(19.535 48.8167)
http://www.wikidata.org/entity/Q3489919,MFK Tatran Liptovský Mikuláš,http://www.wikidata.org/entity/Q7596487,Stadium Liptovský Mikuláš,Point(19.6133 48.0883)
http://www.wikidata.org/entity/Q7996811,Whitsunday Miners FC,http://www.wikidata.org/entity/Q7596488,Stadium Mackay,Point(149.183889 -21.163611)
http://www.wikidata.org/entity/Q8215152,MFK Dolný Kubín,http://www.wikidata.org/entity/Q7596489,Stadium MUDr. Ivan Chodák,Point(19.2918 49.2063)
http://www.wikidata.org/entity/Q5522357,Garden Village A.F.C.,http://www.wikidata.org/entity/Q7596610,Stafford Common,Point(-4.036 51.659)
http://www.wikidata.org/entity/Q4590177,Lillehammer FK,http://www.wikidata.org/entity/Q7597497,Stampesletta,Point(10.47391 61.12164)
http://www.wikidata.org/entity/Q44308,NK Triglav Kranj,http://www.wikidata.org/entity/Q7599369,Stanko Mlakar Stadium,Point(14.364914 46.251731)
http://www.wikidata.org/entity/Q2091731,Seattle Sounders,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698)
http://www.wikidata.org/entity/Q3491781,Seattle Sounders Women,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698)
http://www.wikidata.org/entity/Q5426060,FK Behar,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698)
http://www.wikidata.org/entity/Q5426293,FK Pacific,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698)
http://www.wikidata.org/entity/Q5750746,Hibernian Saints,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698)
http://www.wikidata.org/entity/Q7442175,Seattle Sounders FC Academy,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698)
http://www.wikidata.org/entity/Q7927341,Victorian Vikings,http://www.wikidata.org/entity/Q7603441,State Netball and Hockey Centre,Point(144.948056 -37.785833)
http://www.wikidata.org/entity/Q5426073,FK Bodva Moldava nad Bodvou,http://www.wikidata.org/entity/Q7605712,Steel Slovakia aréna,Point(21.0017 48.6038)
http://www.wikidata.org/entity/Q7641453,Sunshine Coast F.C.,http://www.wikidata.org/entity/Q7618109,Stockland Park,Point(153.126111 -26.733889)
http://www.wikidata.org/entity/Q222074,Strømmen IF,http://www.wikidata.org/entity/Q7626073,Strømmen Stadion,Point(11.003525 59.939661)
http://www.wikidata.org/entity/Q16847621,Phoenix FC,http://www.wikidata.org/entity/Q7638266,Sun Devil Soccer Stadium,Point(-111.932 33.425)
http://www.wikidata.org/entity/Q549650,Fremad Amager,http://www.wikidata.org/entity/Q7639637,Sundby Idrætspark,Point(12.6017 55.6486)
http://www.wikidata.org/entity/Q5423732,F.C. Suzuka Rampole,http://www.wikidata.org/entity/Q7651176,Suzuka Sports Garden,Point(136.515833 34.834444)
http://www.wikidata.org/entity/Q582423,Sydney United FC,http://www.wikidata.org/entity/Q7660195,Sydney United Sports Centre,Point(150.874167 -33.875833)
http://www.wikidata.org/entity/Q3491821,TJ Baník Ružiná,http://www.wikidata.org/entity/Q7670493,TJ Baník Stadium,Point(19.55 48.4333)
http://www.wikidata.org/entity/Q3277623,Kanbawza F.C.,http://www.wikidata.org/entity/Q7688744,Taunggyi Stadium,Point(97.0378 20.7783)
http://www.wikidata.org/entity/Q5266043,Waza Flo,http://www.wikidata.org/entity/Q7690131,Taylor Sportsplex,Point(-83.2666 42.2092)
http://www.wikidata.org/entity/Q2844832,América Futebol Clube,http://www.wikidata.org/entity/Q7695148,Teixeirão,Point(-49.358889 -20.797222)
http://www.wikidata.org/entity/Q5019424,Caledonian F.C.,http://www.wikidata.org/entity/Q7697217,Telford Street Park,Point(-4.2468 57.4819)
http://www.wikidata.org/entity/Q2577693,Philadelphia Spartans,http://www.wikidata.org/entity/Q7698669,Temple Stadium,Point(-75.1661 40.076)
http://www.wikidata.org/entity/Q332642,NAC Breda,http://www.wikidata.org/entity/Q7703383,Terrein achter de Watertoren,Point(4.789167 51.584722)
http://www.wikidata.org/entity/Q745246,Santos Laguna,http://www.wikidata.org/entity/Q7703799,Territorio Santos Modelo,Point(-103.38 25.6304)
http://www.wikidata.org/entity/Q3827063,Laredo Heat,http://www.wikidata.org/entity/Q7707468,Texas A&M International University Soccer Complex,Point(-99.4318 27.5698)
http://www.wikidata.org/entity/Q1387720,FLC Thanh Hoa F.C.,http://www.wikidata.org/entity/Q7710351,Thanh Hoa Stadium,Point(105.772746 19.799141)
http://www.wikidata.org/entity/Q2975925,Dorchester Town F.C.,http://www.wikidata.org/entity/Q7715025,The Avenue Stadium,Point(-2.445556 50.700667)
http://www.wikidata.org/entity/Q6784389,Massachusetts Twisters,http://www.wikidata.org/entity/Q7717607,The Big E Coliseum,Point(-72.6165 42.0913)
http://www.wikidata.org/entity/Q7909496,Vale Recreation F.C.,http://www.wikidata.org/entity/Q7727601,The Corbet Field,Point(-2.546 49.485)
http://www.wikidata.org/entity/Q1927145,Lewes F.C.,http://www.wikidata.org/entity/Q7731030,The Dripping Pan,Point(0.012275 50.869019)
http://www.wikidata.org/entity/Q7856256,Turriff United F.C.,http://www.wikidata.org/entity/Q7738990,The Haughs,Point(-2.467222 57.536389)
http://www.wikidata.org/entity/Q18527,Tamworth F.C.,http://www.wikidata.org/entity/Q7745279,The Lamb Ground,Point(-1.688925 52.628403)
http://www.wikidata.org/entity/Q1491327,Gainsborough Trinity F.C.,http://www.wikidata.org/entity/Q7754385,The Northolme,Point(-0.774525 53.403397)
http://www.wikidata.org/entity/Q5125914,Clapton F.C.,http://www.wikidata.org/entity/Q7754914,The Old Spotted Dog Ground,Point(0.021389 51.542222)
http://www.wikidata.org/entity/Q5803957,London Bari F.C.,http://www.wikidata.org/entity/Q7754914,The Old Spotted Dog Ground,Point(0.021389 51.542222)
http://www.wikidata.org/entity/Q5329826,Eastbourne United Association F.C.,http://www.wikidata.org/entity/Q7755722,The Oval,Point(0.305222 50.780986)
http://www.wikidata.org/entity/Q950480,Caernarfon Town F.C.,http://www.wikidata.org/entity/Q7755723,The Oval,Point(-4.2675 53.134722)
http://www.wikidata.org/entity/Q5212948,Hastings United F.C.,http://www.wikidata.org/entity/Q7757142,The Pilot Field,Point(0.587431 50.875894)
http://www.wikidata.org/entity/Q1777557,Cefn Druids A.F.C.,http://www.wikidata.org/entity/Q7761250,The Rock,Point(-3.069646 52.977212)
http://www.wikidata.org/entity/Q5212847,Eastbourne Town F.C.,http://www.wikidata.org/entity/Q7762016,The Saffrons,Point(0.275033 50.766075)
http://www.wikidata.org/entity/Q1571078,Halifax Town A.F.C.,http://www.wikidata.org/entity/Q7763725,The Shay,Point(-1.859167 53.716111)
http://www.wikidata.org/entity/Q5214935,F.C. Halifax Town,http://www.wikidata.org/entity/Q7763725,The Shay,Point(-1.859167 53.716111)
http://www.wikidata.org/entity/Q1108181,Coleraine F.C.,http://www.wikidata.org/entity/Q7764039,The Showgrounds,Point(-6.660278 55.132778)
http://www.wikidata.org/entity/Q589344,Newry City F.C.,http://www.wikidata.org/entity/Q7764041,The Showgrounds,Point(-6.320606 54.150444)
http://www.wikidata.org/entity/Q9213755,Newry City A.F.C.,http://www.wikidata.org/entity/Q7764041,The Showgrounds,Point(-6.320606 54.150444)
http://www.wikidata.org/entity/Q966763,York Region Shooters,http://www.wikidata.org/entity/Q7765061,The Soccer Centre,Point(-79.6025 43.7722)
